longitude,latitude,population,median_income,ocean_proximity
-117.94,33.93,1037,2.7125,<1H OCEAN
-119.42,36.35,1031,1.6645,INLAND
-122.31,38,1687,4.3333,NEAR BAY
-119.96,38.94,717,1.8906,INLAND
-117.04,34,2174,3.5255,INLAND
-117.9,33.71,287,6.3427,<1H OCEAN
-122.46,37.88,812,8.8386,NEAR BAY
-118.34,34.19,490,3.1406,<1H OCEAN
-118.36,34.2,1874,2.5267,<1H OCEAN
-118.18,34.02,965,2.625,<1H OCEAN
-119.83,36.8,1586,3.8571,INLAND
-118.13,33.84,881,6.3364,<1H OCEAN
-122.71,38.43,1071,1.5026,<1H OCEAN
-119.72,34.43,521,2.6014,<1H OCEAN
-117.88,34.12,522,4.0417,<1H OCEAN
-117.23,32.74,299,4.6354,NEAR OCEAN
-122.46,37.66,3861,5.4221,NEAR OCEAN
-121.96,37.23,1719,7.8407,<1H OCEAN
-117.14,33.16,733,5.6874,<1H OCEAN
-121.29,37.87,308,2.6563,INLAND
-116.05,34.12,150,3.125,INLAND
-118.3,33.89,1806,3.0329,<1H OCEAN
-122.38,37.58,772,6.471,NEAR OCEAN
-122.26,37.83,1377,2.5898,NEAR BAY
-117.46,34.1,667,2.5833,INLAND
-121.92,37.33,1215,4.7768,<1H OCEAN
-122.07,37.69,1021,2.5362,NEAR BAY
-119.84,36.85,1424,10.5144,INLAND
-116.52,33.81,2548,3.4394,INLAND
-122.68,38.07,510,5.6305,NEAR OCEAN
-121.67,36.67,1477,3.9219,<1H OCEAN
-118.21,33.95,1265,2.295,<1H OCEAN
-121.98,37.28,1877,5.7251,<1H OCEAN
-117.93,33.84,852,6.0531,<1H OCEAN
-118.78,34.16,12873,8.0137,NEAR OCEAN
-122.3,37.9,688,2.3946,NEAR BAY
-119.23,34.42,343,5.75,<1H OCEAN
-122.53,41.81,1109,1.7639,INLAND
-122.01,37.39,1348,5.6447,<1H OCEAN
-122.34,37.94,947,3.942,NEAR BAY
-121.62,36.71,2200,4.3451,<1H OCEAN
-118.1,33.84,316,3.7813,<1H OCEAN
-122.5,37.75,838,4.1419,NEAR OCEAN
-118.12,34.68,2439,4.6629,INLAND
-117.31,33.24,792,4.0469,<1H OCEAN
-120.79,37.08,91,2.9063,INLAND
-121.87,37.34,604,2.6667,<1H OCEAN
-117.79,33.77,1680,6.9014,<1H OCEAN
-122.52,37.96,818,5.2818,NEAR BAY
-118.3,33.87,1510,3.1597,<1H OCEAN
-118.05,34.06,722,2.1406,<1H OCEAN
-118.21,34.14,1105,3.2222,<1H OCEAN
-117.98,33.78,1908,3.9798,<1H OCEAN
-117.15,34.04,1172,7.5822,INLAND
-118.11,33.81,776,6.2187,<1H OCEAN
-118.48,34.21,2077,3.3864,<1H OCEAN
-118.17,33.82,1152,4.1354,NEAR OCEAN
-121.22,38.4,1277,4.6989,INLAND
-118.19,34.12,2833,2.987,<1H OCEAN
-117.71,34.08,1411,4.2639,INLAND
-118.08,33.85,682,6,<1H OCEAN
-118.4,33.87,842,6.3231,<1H OCEAN
-117.4,34.04,1550,3.025,INLAND
-123.5,39.67,1122,2.1793,INLAND
-120.67,37.37,104,1.6607,INLAND
-121.48,38.54,1841,2.1975,INLAND
-122.18,37.45,817,4.4688,NEAR BAY
-117.01,32.76,1464,4.0549,<1H OCEAN
-118.36,33.93,2036,2.6298,<1H OCEAN
-122.71,38.34,699,2.6033,<1H OCEAN
-118.51,34.2,850,4.1806,<1H OCEAN
-118.56,34.18,719,4.8264,<1H OCEAN
-122.09,37.35,501,10.0259,NEAR BAY
-119.01,36.05,839,1.3807,INLAND
-117.4,34.08,2503,3.8531,INLAND
-118.41,34.24,402,3.125,<1H OCEAN
-117.9,33.74,1915,2.3783,<1H OCEAN
-117.92,34.09,1164,5.0123,<1H OCEAN
-122.28,37.52,724,4.0313,NEAR OCEAN
-117.22,33.14,2314,5.0123,NEAR OCEAN
-122.41,37.75,1220,2.5809,NEAR BAY
-122.47,37.76,1886,3.3239,NEAR BAY
-118.24,33.93,824,1.5132,<1H OCEAN
-118.32,34.04,1430,1.8333,<1H OCEAN
-120.27,37.12,1580,2.9861,INLAND
-121.07,39.15,3002,2.4726,INLAND
-122.27,37.82,1061,1.5045,NEAR BAY
-120.43,37.35,673,5.9378,INLAND
-122.47,37.79,990,3.9688,NEAR BAY
-122.31,37.91,1417,2.7628,NEAR BAY
-118.14,33.76,1144,4.3889,NEAR OCEAN
-121.9,37.37,120,1.0938,<1H OCEAN
-118.01,33.84,2112,4.5,<1H OCEAN
-117.7,33.57,1512,3.3125,<1H OCEAN
-119.94,38.95,1134,2.32,INLAND
-121.82,37.26,1623,5.1356,<1H OCEAN
-121.24,38.78,249,0.8691,INLAND
-122.42,37.77,867,2.879,NEAR BAY
-122.3,37.9,880,2.2672,NEAR BAY
-118.15,33.78,1600,3.3003,NEAR OCEAN
-117.88,33.87,1302,5.6409,<1H OCEAN
-118.51,33.98,865,2.3417,<1H OCEAN
-121.5,38.34,569,2.0048,INLAND
-117.94,33.81,1127,3.256,<1H OCEAN
-118.18,33.92,2282,3.2734,<1H OCEAN
-122.33,40.6,2965,3.8103,INLAND
-121.42,38.53,1171,2.8298,INLAND
-118.19,33.83,1032,3.5871,NEAR OCEAN
-122.69,38.27,1066,4.0313,<1H OCEAN
-118.3,34.02,2327,1.6699,<1H OCEAN
-117.77,33.67,1913,4.5094,<1H OCEAN
-117.98,33.9,506,4.8264,<1H OCEAN
-122.28,37.81,762,0.9241,NEAR BAY
-118.76,34.26,962,4.5673,<1H OCEAN
-117.94,33.89,1076,6.7528,<1H OCEAN
-121.27,38.75,1985,2.5083,INLAND
-119.31,36.34,2250,2.1602,INLAND
-117.11,32.73,1628,3.8864,NEAR OCEAN
-118.17,34.05,715,2.5962,<1H OCEAN
-120.41,36.77,1180,1.947,INLAND
-118.04,34.1,1155,4.1488,INLAND
-117.87,33.99,2031,4.9271,<1H OCEAN
-118.19,33.8,1604,2.9943,NEAR OCEAN
-120.19,36.61,1408,2.293,INLAND
-122.42,37.74,889,4.0391,NEAR BAY
-117.65,33.48,572,13.0502,<1H OCEAN
-122.03,37.55,4319,6.992,NEAR BAY
-117.98,33.94,2038,5.2851,<1H OCEAN
-122.41,37.76,2987,2.8135,NEAR BAY
-118.06,34.12,1660,4.5667,INLAND
-122.08,37.04,1353,4.1161,NEAR OCEAN
-118.41,34.02,3390,3.0965,<1H OCEAN
-121.46,38.66,1602,3.9914,INLAND
-121.1,39.15,354,4.0333,INLAND
-118.32,33.83,2105,5.2363,<1H OCEAN
-117.78,33.71,428,4.6141,<1H OCEAN
-119.71,36.8,646,3,INLAND
-121.92,37.31,2946,4.0524,<1H OCEAN
-121.28,38.7,2578,3.0212,INLAND
-121.82,39.75,974,3.2016,INLAND
-118.37,34.08,1847,2.6713,<1H OCEAN
-118.34,33.99,437,3.7344,<1H OCEAN
-121.24,37.98,236,1.1964,INLAND
-122.31,38.27,783,4.3585,NEAR BAY
-122.01,37.38,538,4.505,<1H OCEAN
-118.34,34.16,848,3.6111,<1H OCEAN
-120.88,38.16,1000,4.0109,INLAND
-117.77,33.71,1986,7.5847,<1H OCEAN
-118.13,33.96,958,4.4732,<1H OCEAN
-117.05,33.02,388,6.3517,<1H OCEAN
-118.41,33.9,926,7.5552,<1H OCEAN
-122.06,37.39,8,3.75,NEAR BAY
-122.3,37.97,1211,3.5353,NEAR BAY
-121.81,39.71,708,2.0288,INLAND
-118.35,34.09,1526,3.0349,<1H OCEAN
-117.02,33.76,453,2.8393,INLAND
-121.68,36.67,2780,5,<1H OCEAN
-118.43,34.22,1447,4.2656,<1H OCEAN
-117.15,34.83,2778,3.099,INLAND
-121.89,37.35,2229,3.2599,<1H OCEAN
-118.29,33.98,1207,1.223,<1H OCEAN
-122.23,37.82,1001,12.2138,NEAR BAY
-120.83,37.07,1942,2.5598,INLAND
-118.04,34.09,1461,3.8304,INLAND
-118.21,34.09,1961,1.9881,<1H OCEAN
-117.88,33.79,928,5.1418,<1H OCEAN
-120.98,39.93,912,1.8914,INLAND
-115.57,32.79,621,3.6042,INLAND
-121.51,38.49,1856,4.1,INLAND
-120.04,39.24,510,2.65,INLAND
-122.29,37.54,1151,4.9091,NEAR OCEAN
-118.28,33.92,729,3.055,<1H OCEAN
-121.8,39.75,3264,3.1125,INLAND
-119.38,36.56,611,2.0729,INLAND
-120.99,37.68,732,2.6932,INLAND
-121.75,37.68,702,5.2443,INLAND
-118.98,35.39,476,1.1875,INLAND
-117.07,32.67,2179,2.3814,NEAR OCEAN
-118.28,34.01,3080,1.8656,<1H OCEAN
-117.2,34.14,890,5.159,INLAND
-119.32,36.25,609,2.8365,INLAND
-121.51,38.55,1341,2.8417,INLAND
-114.56,33.69,333,1.6509,INLAND
-118.36,34.05,728,3.3824,<1H OCEAN
-121.75,36.93,2264,3.1327,<1H OCEAN
-118.18,33.83,542,5.0052,NEAR OCEAN
-118.16,34.03,1142,3.1724,<1H OCEAN
-118.65,34.27,934,6.0783,<1H OCEAN
-118.29,34.11,1113,12.9591,<1H OCEAN
-117.3,34.05,2534,3.4228,INLAND
-121.21,38.67,2827,4.1071,INLAND
-118.3,33.81,3008,5.322,<1H OCEAN
-118.35,34.01,1583,3.5486,<1H OCEAN
-117.13,32.71,1396,1.5474,NEAR OCEAN
-118.34,34.03,784,1.6581,<1H OCEAN
-121.9,37.28,2050,5.3922,<1H OCEAN
-118.5,34.21,629,4.9643,<1H OCEAN
-118.36,34.03,2259,2.0879,<1H OCEAN
-118.34,33.99,250,1.675,<1H OCEAN
-122.07,38.26,450,6.0487,INLAND
-121.95,38.43,1665,5.1534,INLAND
-123.2,39.16,1195,1.7929,<1H OCEAN
-117.92,33.85,1592,2.3704,<1H OCEAN
-117.23,33.78,2672,1.9767,INLAND
-121.76,38.25,905,2.625,INLAND
-122.02,37.34,980,6.2475,<1H OCEAN
-119.81,36.81,1324,5.4513,INLAND
-122.49,37.76,795,4.3977,NEAR BAY
-118.11,33.83,820,5.5767,<1H OCEAN
-122.95,39.13,225,3.25,INLAND
-121.37,38.39,893,6.2575,INLAND
-118.18,34.08,1164,2.9939,<1H OCEAN
-118.42,34.16,119,4.0208,<1H OCEAN
-118.27,34.05,1406,1.3169,<1H OCEAN
-122.5,37.79,13,15.0001,NEAR BAY
-116.29,33.74,4571,4.7195,INLAND
-122.33,37.58,2518,3.4836,NEAR OCEAN
-118.36,34.05,1724,3.0833,<1H OCEAN
-117.75,34.06,46,1.625,INLAND
-122.2,37.43,1350,7.3681,NEAR OCEAN
-117.68,34.01,5718,3.2073,INLAND
-118.26,33.92,705,1.7986,<1H OCEAN
-117.36,33.17,812,2.3182,NEAR OCEAN
-122.43,37.75,1181,3.575,NEAR BAY
-121.63,39.75,569,1.8616,INLAND
-117.15,32.81,900,3.1458,NEAR OCEAN
-117.67,34.03,4861,4.7056,INLAND
-117.32,33.99,2400,4.711,INLAND
-118.32,34.09,2595,2.0044,<1H OCEAN
-118.43,34.22,774,3.6618,<1H OCEAN
-122.47,37.65,5023,4.6452,NEAR OCEAN
-118.22,33.93,2286,3.0167,<1H OCEAN
-118.39,34.17,835,3.6563,<1H OCEAN
-118.09,33.8,838,4.4831,<1H OCEAN
-118.06,33.83,1897,4.88,<1H OCEAN
-122.13,37.68,1175,4.1974,NEAR BAY
-122.29,37.92,235,5.943,NEAR BAY
-117.77,34.06,2379,1.9766,INLAND
-117.3,33.85,2317,2.9542,INLAND
-118.45,34.25,1803,3.9833,<1H OCEAN
-117.07,32.81,778,4.3594,<1H OCEAN
-117.96,33.75,852,4.6167,<1H OCEAN
-122.29,37.56,2516,5.0353,NEAR BAY
-122.04,36.96,645,3.2437,NEAR OCEAN
-117.86,33.74,926,4.125,<1H OCEAN
-118.34,34,1018,4,<1H OCEAN
-117.08,32.58,1420,3.2687,NEAR OCEAN
-117.99,33.74,1960,4.506,<1H OCEAN
-120.27,38.31,267,3.075,INLAND
-121.24,39.37,1387,2.3886,INLAND
-122.22,37.48,3107,2.8058,NEAR OCEAN
-117.18,32.76,327,2.6493,NEAR OCEAN
-122.25,37.81,2563,3.2177,NEAR BAY
-122.27,37.48,1392,8.5184,NEAR OCEAN
-120.62,35.28,1469,6.3144,NEAR OCEAN
-117.31,34.43,3126,1.6784,INLAND
-118.75,34.17,2703,6.8075,NEAR OCEAN
-122.28,37.78,730,2.5139,NEAR BAY
-116.38,33.74,3581,4.084,INLAND
-116.86,33.73,978,2.933,INLAND
-122.4,37.76,480,4.4074,NEAR BAY
-118.24,33.99,1803,1.6731,<1H OCEAN
-118.25,34.13,2542,2.2244,<1H OCEAN
-118.09,33.99,1923,3.5757,<1H OCEAN
-117.86,33.9,1291,7.2478,<1H OCEAN
-117.69,33.54,801,6.5394,<1H OCEAN
-121.37,38.58,1006,7.3343,INLAND
-117.18,33.78,808,1.3417,INLAND
-118.1,33.79,996,5.7368,<1H OCEAN
-118.16,34.06,785,5.828,<1H OCEAN
-116.53,33.88,1906,4.6855,INLAND
-117.92,33.75,1149,2.6442,<1H OCEAN
-119.77,36.3,1052,2.1038,INLAND
-116.95,33.68,543,4.4792,INLAND
-119.14,34.49,92,7.75,<1H OCEAN
-117.17,32.82,1471,3.0375,NEAR OCEAN
-121.23,38.67,2432,3.8954,INLAND
-117.82,33.85,1350,6.057,<1H OCEAN
-118.19,34.02,1735,1.8875,<1H OCEAN
-122.27,37.78,718,2.6806,NEAR BAY
-122.47,37.69,1452,3.5909,NEAR OCEAN
-117.97,33.68,865,4.6452,<1H OCEAN
-121.37,36.83,1951,4.76,INLAND
-118.96,35.4,1271,3.5524,INLAND
-122,38.35,561,4.2115,INLAND
-117.9,34.1,1766,3.7083,<1H OCEAN
-118.15,34.12,725,3.4018,<1H OCEAN
-122.25,37.81,1373,3.225,NEAR BAY
-118.57,34.22,1879,4.1359,<1H OCEAN
-120.08,37.06,213,1.9063,INLAND
-118.2,33.84,1953,2.7813,NEAR OCEAN
-120.85,37.77,936,2.4717,INLAND
-118.3,33.82,2096,2.8106,<1H OCEAN
-118.36,34.1,423,3.0179,<1H OCEAN
-117.18,33.51,120,6.993,<1H OCEAN
-118.22,33.98,899,2.7045,<1H OCEAN
-118.29,34.03,1777,2.0848,<1H OCEAN
-122.72,40.17,188,1.3889,INLAND
-122.17,37.74,494,2.4776,NEAR BAY
-117.44,34.09,2541,2.3682,INLAND
-119.16,36.28,1359,4.4,INLAND
-117.27,33.68,9360,5.3238,<1H OCEAN
-117.09,32.64,1302,1.6321,NEAR OCEAN
-119.99,36.8,598,3.2813,INLAND
-117.94,34.08,1269,4.064,<1H OCEAN
-117.87,33.88,1682,3.6417,<1H OCEAN
-121.29,37.98,1171,2.5043,INLAND
-118.31,34.03,1479,2.1173,<1H OCEAN
-118.17,33.79,3002,2.375,NEAR OCEAN
-117.22,32.87,1599,3.8542,NEAR OCEAN
-121.93,37.93,1089,6.299,INLAND
-118.37,33.82,1338,4.5687,<1H OCEAN
-119.76,36.81,4638,1.2716,INLAND
-118.2,34.11,1698,1.9355,<1H OCEAN
-117.95,33.63,513,6,<1H OCEAN
-118.29,34.65,2837,3.3173,INLAND
-119.02,35.37,1521,1.7213,INLAND
-119.16,34.12,147,3.6167,NEAR OCEAN
-119.86,34.38,1580,2.1471,NEAR OCEAN
-117.67,34.1,601,3.875,INLAND
-118.02,33.95,1112,3.4886,<1H OCEAN
-119.3,36.34,2256,1.8299,INLAND
-121.8,38.01,1088,2.2532,INLAND
-121.33,38.66,1842,2.7797,INLAND
-122.17,37.88,1393,7.6917,NEAR BAY
-118.29,34.01,799,1.1667,<1H OCEAN
-121.42,37.75,1061,3.5242,INLAND
-122.04,37.99,1378,3.8897,NEAR BAY
-118.09,34.09,745,3.0125,<1H OCEAN
-122.2,37.78,1071,3.1167,NEAR BAY
-118.06,33.83,1112,3.8512,<1H OCEAN
-118.3,34,1206,1.6875,<1H OCEAN
-119.36,36.33,1351,2.9844,INLAND
-117.82,33.72,1383,6.5987,<1H OCEAN
-117.91,34.02,4349,3.2799,<1H OCEAN
-118.57,34.25,1945,8.7471,<1H OCEAN
-122.01,37.36,499,4.2061,<1H OCEAN
-122.08,37.38,1496,3.4042,NEAR BAY
-120.59,38.45,1091,3,INLAND
-118.56,34.2,1431,4.0789,<1H OCEAN
-122.24,37.81,918,2.7477,NEAR BAY
-119.64,36.31,1071,1.5909,INLAND
-117.83,33.65,426,3.7875,<1H OCEAN
-117.65,33.4,910,3.5729,NEAR OCEAN
-118.12,33.77,2528,10.2233,NEAR OCEAN
-117.55,33.93,2725,4.1865,INLAND
-122.01,37.95,1555,6.0901,NEAR BAY
-117.94,33.94,1452,5.1084,<1H OCEAN
-118.01,33.77,995,5.8362,<1H OCEAN
-123.18,40.58,695,1.7262,INLAND
-117.3,34.15,509,2.06,INLAND
-122.4,38.53,564,3.6118,INLAND
-121.41,38.6,2523,2.0471,INLAND
-121.18,39.19,729,2.4688,INLAND
-118.25,33.78,511,1.4444,NEAR OCEAN
-120.45,34.65,1544,1.9257,NEAR OCEAN
-118.32,33.35,744,2.1579,ISLAND
-121.64,36.82,919,4.1696,<1H OCEAN
-122.28,37.87,1293,2.543,NEAR BAY
-121.38,38.59,685,4.5313,INLAND
-118.06,34.09,1116,4.2898,<1H OCEAN
-116.36,33.78,4176,3.3799,INLAND
-117.76,33.88,2090,6.6536,<1H OCEAN
-118.47,34.02,2223,2.0745,<1H OCEAN
-117.9,33.61,527,4.0764,<1H OCEAN
-123.85,39.39,2095,3.184,<1H OCEAN
-122.83,38.39,868,2.462,<1H OCEAN
-122.44,37.76,784,3.3702,NEAR BAY
-122.42,37.74,856,3.0833,NEAR BAY
-118.25,34,1721,1.303,<1H OCEAN
-118.28,34.06,2309,1.6184,<1H OCEAN
-120.84,37.5,1126,2.2083,INLAND
-118.37,34.2,2488,2.9861,<1H OCEAN
-117.84,34.63,4614,4.002,INLAND
-122.41,37.64,921,4.4464,NEAR OCEAN
-117.9,34.13,819,1.5,<1H OCEAN
-121.87,39.75,822,3.6625,INLAND
-119.81,36.76,834,2.9306,INLAND
-121.87,37.32,1528,2.6818,<1H OCEAN
-118.45,33.99,779,3.1607,<1H OCEAN
-119.5,34.35,59,11.7794,NEAR OCEAN
-117.92,33.91,1204,6.1825,<1H OCEAN
-119.8,36.75,1156,1.7298,INLAND
-118.23,33.93,2015,0.8478,<1H OCEAN
-119.79,36.76,1361,2.1055,INLAND
-120.45,34.96,2211,4.0603,<1H OCEAN
-121.96,37.95,1627,3.0859,INLAND
-117.09,32.8,915,4.7188,NEAR OCEAN
-117.85,33.62,316,10.3893,<1H OCEAN
-122.19,39.74,2111,2.3507,INLAND
-122.45,37.9,1292,8.4888,NEAR BAY
-122.06,37.86,1512,4.4551,NEAR BAY
-120.5,38.87,55,4.9583,INLAND
-120.41,34.87,761,4.9028,<1H OCEAN
-117.76,34.13,7249,7.4837,INLAND
-121.32,36.79,288,3.6333,INLAND
-121.96,37.53,1278,4.2955,<1H OCEAN
-124.09,40.92,1153,2.8182,NEAR OCEAN
-121.49,37.94,1848,2.2891,INLAND
-117.26,33.18,2235,4.5781,NEAR OCEAN
-115.51,33.12,890,2.101,INLAND
-117.88,33.74,2329,3.1691,<1H OCEAN
-122.42,37.78,634,2.4414,NEAR BAY
-122.2,37.75,531,1.5809,NEAR BAY
-116.96,34.94,1198,3.9934,INLAND
-117.95,33.84,1035,3.5455,<1H OCEAN
-121.93,37.71,2288,4.2281,<1H OCEAN
-121.77,37.22,667,4.5221,<1H OCEAN
-121.96,38.34,1597,3.6036,INLAND
-121.32,36.42,1219,3.0437,<1H OCEAN
-118.44,33.98,7431,5.3359,<1H OCEAN
-124.17,40.8,891,1.585,NEAR OCEAN
-122.23,37.45,1586,5.0457,NEAR OCEAN
-117.15,34.48,186,2.125,INLAND
-117.98,34.14,1329,3.0417,INLAND
-120.95,37.59,1063,1.8929,INLAND
-121.95,37.35,697,3.6118,<1H OCEAN
-122.38,37.34,400,7.7773,NEAR OCEAN
-121.47,38.68,474,5.0155,INLAND
-118.45,34.19,2466,2.2264,<1H OCEAN
-121.88,37.26,1755,3.8893,<1H OCEAN
-121.8,40.34,1341,2.881,INLAND
-121.82,37.39,1569,6.1008,<1H OCEAN
-120.87,38.71,1302,4,INLAND
-115.56,32.79,2283,1.1707,INLAND
-122.49,37.7,828,5.2811,NEAR OCEAN
-118.37,34.03,966,3.0694,<1H OCEAN
-118.39,34.15,905,3.1146,<1H OCEAN
-119.78,36.73,1280,1.2344,INLAND
-117.89,33.66,1621,4.1372,<1H OCEAN
-121.37,38.56,3012,2.9464,INLAND
-118.2,33.85,1360,2.4844,<1H OCEAN
-120.46,37.31,1524,3.48,INLAND
-120.94,37.65,3033,3.0577,INLAND
-121.79,37.66,6693,5.98,INLAND
-122.08,40.64,1447,4.0132,INLAND
-118.41,34.02,805,3.3462,<1H OCEAN
-118.3,33.97,1140,3.375,<1H OCEAN
-118.42,34.16,20,0.536,<1H OCEAN
-121.88,37.44,1028,5.2722,<1H OCEAN
-118.17,34.19,1035,4.0985,<1H OCEAN
-116.86,32.87,2630,5.0524,<1H OCEAN
-118.13,33.86,1183,5.1805,<1H OCEAN
-119.24,35.77,1764,1.7813,INLAND
-121.67,36.93,542,2.1875,<1H OCEAN
-121.94,37.31,1102,5.2642,<1H OCEAN
-119.33,36.32,1446,2.5,INLAND
-117.23,32.8,776,2.4643,NEAR OCEAN
-121.27,37.96,382,1.275,INLAND
-118.19,34.13,883,3.1287,<1H OCEAN
-122.52,37.88,88,3.8068,NEAR BAY
-118.11,33.9,1084,5.0753,<1H OCEAN
-121.76,38.57,7984,3.1371,INLAND
-116.97,33.78,1728,2.535,INLAND
-117.17,32.75,540,2.1532,NEAR OCEAN
-118.4,33.87,911,5.2319,<1H OCEAN
-118.41,34.03,1764,3.1642,<1H OCEAN
-122.63,38.24,823,2.5179,<1H OCEAN
-120.59,37.59,124,5.6945,INLAND
-120.98,38.34,1793,3.5508,INLAND
-118.37,33.93,61,2.8958,<1H OCEAN
-118.28,34.17,1135,5.5658,<1H OCEAN
-118.21,34.04,1499,2.2788,<1H OCEAN
-122.4,37.76,1555,4.119,NEAR BAY
-118.4,34.14,187,5.1377,<1H OCEAN
-121.53,38.56,1103,2.9375,INLAND
-121.89,37.25,1180,6.0791,<1H OCEAN
-119.65,36.35,1378,2.8788,INLAND
-117.95,35.13,1150,4.25,INLAND
-121.96,38.02,1409,3.016,INLAND
-122.04,38.24,2612,1.6875,INLAND
-122.11,37.14,1722,4.4597,NEAR OCEAN
-117.3,34.12,1581,2.2019,INLAND
-122.58,38.46,1182,3.3981,<1H OCEAN
-122.18,37.8,955,6.7527,NEAR BAY
-118.15,34.67,6291,3.5732,INLAND
-118.19,33.82,422,4.6364,NEAR OCEAN
-121.46,38.55,1454,2.0074,INLAND
-117.99,33.66,613,4.6591,<1H OCEAN
-118.27,33.76,32,3.125,NEAR OCEAN
-117.28,32.83,933,3.7306,NEAR OCEAN
-118.34,33.93,4512,2.8304,<1H OCEAN
-119.55,36.72,1135,2.1515,INLAND
-116.48,33.94,923,1.8,INLAND
-120.93,39.96,816,2.9559,INLAND
-114.65,33.6,666,2.9653,INLAND
-122.48,37.75,1285,3.7734,NEAR BAY
-117.85,34.1,2315,4.51,<1H OCEAN
-122.29,37.9,594,5.338,NEAR BAY
-120.81,38.73,882,2.5104,INLAND
-122.26,37.78,528,3.3438,NEAR BAY
-118.47,33.99,833,2.5938,<1H OCEAN
-116.39,33.82,4122,2.7219,INLAND
-117.85,33.79,867,3.4234,<1H OCEAN
-122.27,37.89,723,5.3989,NEAR BAY
-122.32,37.55,849,4.4583,NEAR OCEAN
-118.58,34.17,1471,6.2064,<1H OCEAN
-118.44,34.32,3568,4.1724,<1H OCEAN
-116.15,34.14,1251,3.0139,INLAND
-117.92,33.75,1196,3.0625,<1H OCEAN
-118.36,33.89,2141,3.1325,<1H OCEAN
-117.91,33.78,3596,3.045,<1H OCEAN
-117.39,34.09,3528,4.3958,INLAND
-118.08,33.86,1378,5.8733,<1H OCEAN
-117.82,33.67,1588,6.276,<1H OCEAN
-116.89,32.99,1448,5.0278,<1H OCEAN
-117.98,34.07,3131,3.0184,INLAND
-122.71,38.42,1031,1.6267,<1H OCEAN
-122.13,37.44,1148,5.9277,NEAR BAY
-121.47,39.01,484,2.3661,INLAND
-118.08,33.94,2219,2.4926,<1H OCEAN
-119.03,34.25,1483,6.196,<1H OCEAN
-118.13,33.81,572,4.325,<1H OCEAN
-117.88,33.74,1718,2.8077,<1H OCEAN
-118.16,33.77,1284,2.9384,NEAR OCEAN
-122.79,39.02,265,1.8833,INLAND
-120.03,38.19,416,2.125,INLAND
-117.09,32.57,357,5.1478,NEAR OCEAN
-119.57,37.94,51,3.4861,INLAND
-121.07,39.13,1977,4.0848,INLAND
-115.57,32.78,1135,5.128,INLAND
-117.09,33.15,1981,3.4764,<1H OCEAN
-122.85,38.62,1908,4.5913,<1H OCEAN
-118.47,34.23,9135,2.5008,<1H OCEAN
-118.14,34.17,2112,2.7148,<1H OCEAN
-122.45,37.71,1948,4.7639,NEAR OCEAN
-122.04,38.25,632,2.8438,INLAND
-118.8,34.21,661,6.2893,<1H OCEAN
-118.08,34.16,1713,4.5461,INLAND
-117.04,32.74,2288,3.6848,NEAR OCEAN
-121.87,37.27,1753,5.0292,<1H OCEAN
-120.48,41.82,429,2.0227,INLAND
-122.76,38.35,958,5.0323,<1H OCEAN
-122.34,40.51,1206,1.9946,INLAND
-117,32.73,3424,3.7647,<1H OCEAN
-117.31,34.5,883,2.1111,INLAND
-119.33,36.32,1092,5.2561,INLAND
-123.19,39.12,196,2.3125,<1H OCEAN
-118.43,34.18,1546,3.9099,<1H OCEAN
-118.24,34.14,2614,2.1444,<1H OCEAN
-122.46,37.75,465,10.7569,NEAR BAY
-117.05,32.75,1003,3.0938,NEAR OCEAN
-118.96,34.3,1567,6.907,<1H OCEAN
-122.14,37.46,4165,2.4375,NEAR BAY
-118.44,34.24,1531,3.725,<1H OCEAN
-121.42,38.55,115,2.6417,INLAND
-121.87,37.33,2048,3.0156,<1H OCEAN
-122.22,37.46,1208,4.3214,NEAR OCEAN
-118.35,34.16,584,5.636,<1H OCEAN
-117.88,33.83,750,6.8407,<1H OCEAN
-119.87,36.79,1718,3.6522,INLAND
-122.27,37.85,1800,2.7054,NEAR BAY
-118.16,33.87,1363,2.6406,<1H OCEAN
-120.87,37.76,1126,2.5655,INLAND
-122.44,37.77,1355,2.0161,NEAR BAY
-117.37,34.01,703,3.6415,INLAND
-118.47,34.03,1523,3.7381,<1H OCEAN
-118.28,33.92,975,1.5114,<1H OCEAN
-117.8,33.69,1429,6.8219,<1H OCEAN
-122.17,38.08,8276,6.4232,NEAR BAY
-118.07,34.07,1062,3.5156,<1H OCEAN
-122.15,37.47,566,5.6407,NEAR BAY
-117.82,33.81,822,9.9055,<1H OCEAN
-121.86,37.39,1235,5.4225,<1H OCEAN
-117.19,32.75,13,0.536,NEAR OCEAN
-121.29,38.03,1615,2.5842,INLAND
-121.89,37.45,1687,4.75,<1H OCEAN
-118.95,34.81,1089,3.1364,INLAND
-118.43,34.01,1046,4.7009,<1H OCEAN
-121.94,38.35,1758,4.412,INLAND
-118.29,33.92,1735,2.7368,<1H OCEAN
-118.08,33.87,2012,4.1406,<1H OCEAN
-117.17,32.71,951,4.2375,NEAR OCEAN
-118.46,34.03,317,2.2794,<1H OCEAN
-120.59,37.35,1569,3.5393,INLAND
-122.26,37.45,986,5.9285,NEAR OCEAN
-117.31,34.53,1259,2.6125,INLAND
-120.48,39.66,304,1.8839,INLAND
-118.45,34.31,820,4.0556,<1H OCEAN
-118.16,34.04,302,3.1895,<1H OCEAN
