longitude,latitude,population_range,ocean_proximity,land_value
-118.36,33.8,0-2000,NEAR OCEAN,574708.1857333336
-117.08,32.78,0-2000,NEAR OCEAN,239106.53399999999
-116.44,34.12,2000-4000,INLAND,100324.68
-117.68,33.51,0-2000,<1H OCEAN,303285.60666666663
-118.45,34.04,0-2000,<1H OCEAN,392663.61538095237
-119.34,35.6,0-2000,INLAND,76537.76
-121.86,37.42,2000-4000,<1H OCEAN,330247.399047619
-119.98,38.93,0-2000,INLAND,117505.81
-121.83,39.74,0-2000,INLAND,112563.17
-118.31,33.96,0-2000,<1H OCEAN,167146.09165945166
-119.84,36.79,0-2000,INLAND,89769.15933333333
-117.93,33.66,0-2000,<1H OCEAN,317574.66400000005
-119.81,36.78,0-2000,INLAND,105098.65342857139
-121.31,38.97,0-2000,INLAND,159406.13333333333
-122.13,37.74,0-2000,NEAR BAY,397354.2593333333
-120.2,34.63,0-2000,NEAR OCEAN,370838.3307999999
-117.12,32.75,0-2000,NEAR OCEAN,147490.72094949495
-121.2,38.28,0-2000,INLAND,203593.12
-118.46,34.18,2000-4000,<1H OCEAN,253412.80666666667
-117.77,33.84,0-2000,<1H OCEAN,473096.58
-117.06,33.02,0-2000,<1H OCEAN,198651.72
-118.1,34.05,2000-4000,<1H OCEAN,224134.34
-117.95,33.8,0-2000,<1H OCEAN,270165.682
-118.21,33.81,0-2000,NEAR OCEAN,197367.98933333336
-122.26,37.85,0-2000,NEAR BAY,322255.90855555556
-118.05,34.02,0-2000,<1H OCEAN,223852.71828571428
-118.52,34.18,0-2000,<1H OCEAN,283187.42685714294
-120.74,39.39,0-2000,INLAND,100618.56
-118.13,33.91,0-2000,<1H OCEAN,249440.012
-124.1,40.88,0-2000,NEAR OCEAN,103037.84133333333
-116.52,33.85,2000-4000,INLAND,164001.18480000002
-121.96,38.36,0-2000,INLAND,149949.52133333334
-122.27,37.84,0-2000,NEAR BAY,168543.56047619044
-121.49,39.49,0-2000,INLAND,109544.08
-121.3,37.94,0-2000,INLAND,77654.38
-117.62,33.42,0-2000,NEAR OCEAN,306660.26666666666
-119.63,36.6,0-2000,INLAND,103258.52
-118.31,33.99,0-2000,<1H OCEAN,129669.39366666669
-116.99,32.74,0-2000,<1H OCEAN,219486.51
-117.05,33.13,4000-6000,<1H OCEAN,207242.44
-117.98,33.75,0-2000,<1H OCEAN,247842.93333333335
-118.35,33.8,0-2000,<1H OCEAN,423543.2039999999
-122.02,37.38,0-2000,<1H OCEAN,319459.9693
-117.09,32.79,0-2000,NEAR OCEAN,217438.08904761905
-117.98,33.95,0-2000,<1H OCEAN,517358.2146666667
-119.73,34.43,0-2000,NEAR OCEAN,367926.23833333334
-121.44,38.49,2000-4000,INLAND,129157.98666666666
-118.2,33.87,0-2000,<1H OCEAN,199107.3786666667
-118.14,33.76,0-2000,NEAR OCEAN,509708.20590476185
-122.34,41.06,0-2000,INLAND,85035.48
-116.89,32.85,0-2000,<1H OCEAN,199165.08
-117.97,33.68,0-2000,<1H OCEAN,315061.8866666667
-122.1,37.36,0-2000,NEAR BAY,620001.2400000006
-123.25,38.54,0-2000,NEAR OCEAN,171947.08
-116.94,32.75,6000-8000,<1H OCEAN,228424.12
-117.71,33.63,0-2000,<1H OCEAN,268938.64
-117.97,33.82,2000-4000,<1H OCEAN,252855.48866666667
-122.18,37.77,0-2000,NEAR BAY,121573.227
-118.06,33.86,2000-4000,<1H OCEAN,415059.0
-120.46,37.33,0-2000,INLAND,131370.56
-122.27,37.98,0-2000,NEAR BAY,285472.0684
-118.15,34.59,0-2000,INLAND,216610.95
-122.14,37.41,0-2000,NEAR BAY,498723.1168800001
-122.19,37.77,0-2000,NEAR BAY,148283.7830793651
-118.27,34.1,0-2000,<1H OCEAN,365918.3845714285
-119.69,36.46,0-2000,INLAND,85837.76
-118.5,34.26,0-2000,<1H OCEAN,313588.93849523814
-121.83,37.28,2000-4000,<1H OCEAN,225726.5
-121.52,39.12,0-2000,INLAND,109290.91333333332
-122.41,37.63,0-2000,NEAR OCEAN,311663.35519047617
-120.88,38.58,0-2000,INLAND,183630.36
-118.25,34.14,0-2000,<1H OCEAN,249175.10666666672
-122.28,37.75,0-2000,NEAR BAY,326444.7766666666
-116.52,32.9,0-2000,INLAND,182276.28
-117.91,33.78,2000-4000,<1H OCEAN,224380.89333333337
-118.37,34.09,0-2000,<1H OCEAN,500299.26656415267
-118.23,34.1,2000-4000,<1H OCEAN,229307.04133333333
-122.41,37.79,0-2000,NEAR BAY,362672.47257571423
-122.08,37.3,0-2000,<1H OCEAN,535632.2228000001
-121.3,38.13,0-2000,INLAND,175546.056
-119.63,36.58,0-2000,INLAND,98799.06666666668
-120.61,35.1,0-2000,<1H OCEAN,214842.2819047619
-117.13,33.89,0-2000,INLAND,281296.70319999993
-119.79,36.72,0-2000,INLAND,57309.90666666666
-118.21,34.18,0-2000,<1H OCEAN,559146.8588761906
-120.93,37.67,2000-4000,INLAND,188923.92
-120.0,36.7,0-2000,INLAND,97281.72
-122.44,37.8,0-2000,NEAR BAY,620001.1014662583
-118.35,33.97,0-2000,<1H OCEAN,250487.94780952387
-119.33,36.89,0-2000,INLAND,185213.84
-117.95,33.92,0-2000,<1H OCEAN,220732.4
-118.35,33.89,0-2000,<1H OCEAN,293439.0117142857
-122.42,37.75,0-2000,NEAR BAY,362389.7954323454
-121.96,37.71,2000-4000,<1H OCEAN,332684.56
-121.06,37.67,0-2000,INLAND,180859.58
-118.05,34.11,0-2000,INLAND,402984.89989999996
-117.81,33.64,0-2000,<1H OCEAN,556617.3752000001
-122.37,37.58,0-2000,NEAR OCEAN,619380.5642000004
-122.1,39.47,0-2000,INLAND,82846.88
-117.69,33.51,0-2000,<1H OCEAN,344106.6723809524
-118.25,34.07,2000-4000,<1H OCEAN,238699.66933333338
-117.1,34.57,0-2000,INLAND,127583.18666666666
-120.64,35.15,2000-4000,<1H OCEAN,232320.2
-122.12,37.44,0-2000,NEAR BAY,506179.6715
-118.39,34.03,0-2000,<1H OCEAN,302028.1769904762
-123.41,40.07,0-2000,INLAND,67106.10919999998
-117.39,34.07,0-2000,INLAND,150891.384
-116.48,33.79,0-2000,INLAND,156298.28
-121.63,36.71,2000-4000,<1H OCEAN,178271.08
-118.33,34.1,4000-6000,<1H OCEAN,311692.3000380953
-118.49,34.18,0-2000,<1H OCEAN,350790.9195428571
-122.49,38.22,0-2000,NEAR BAY,303576.85904761904
-118.14,34.13,0-2000,<1H OCEAN,568829.2827
-118.14,33.97,2000-4000,<1H OCEAN,194302.048
-117.13,32.75,0-2000,NEAR OCEAN,177929.50500144303
-118.44,34.28,0-2000,<1H OCEAN,177198.3072857143
-118.16,33.97,2000-4000,<1H OCEAN,227945.92111255403
-117.47,34.06,0-2000,INLAND,204744.25333333336
-118.43,34.24,0-2000,<1H OCEAN,218934.74739682538
-120.93,39.9,0-2000,INLAND,112685.0
-120.97,37.61,0-2000,INLAND,119399.6
-123.01,38.79,0-2000,<1H OCEAN,198460.76
-120.6,34.91,0-2000,NEAR OCEAN,137611.17
-122.69,38.44,0-2000,<1H OCEAN,205778.72333333333
-117.33,33.97,0-2000,INLAND,199352.94
-120.38,36.15,0-2000,INLAND,93522.66000000002
-117.05,32.76,0-2000,NEAR OCEAN,190869.74866666662
-118.03,34.1,0-2000,INLAND,274411.72444444447
-124.14,41.06,0-2000,NEAR OCEAN,96648.08
-118.22,34.14,0-2000,<1H OCEAN,297502.2673333333
-118.31,33.72,0-2000,NEAR OCEAN,431961.8948008658
-120.71,38.85,0-2000,INLAND,166268.81
-120.98,39.08,2000-4000,INLAND,216463.08
-117.78,34.07,2000-4000,INLAND,152517.89200000002
-118.27,34.06,2000-4000,<1H OCEAN,191946.47314285714
-118.32,34.01,0-2000,<1H OCEAN,173291.20161904764
-122.39,38.0,0-2000,NEAR BAY,280569.8648
-117.9,33.66,0-2000,<1H OCEAN,256149.07333333333
-117.24,32.83,0-2000,NEAR OCEAN,499834.6628000001
-121.94,38.27,8000-10000,INLAND,206708.0
-117.15,33.7,2000-4000,INLAND,165801.64
-118.53,34.18,2000-4000,<1H OCEAN,318934.06773333333
-117.99,33.7,0-2000,<1H OCEAN,297883.77400000003
-122.43,37.77,0-2000,NEAR BAY,446514.5000019981
-122.21,37.47,0-2000,NEAR OCEAN,287754.6686666666
-119.43,36.55,0-2000,INLAND,86734.73466666667
-118.09,34.17,0-2000,INLAND,378902.6211999998
-121.4,38.49,2000-4000,INLAND,164047.04
-117.04,32.64,0-2000,NEAR OCEAN,233782.0911111111
-119.69,36.25,0-2000,INLAND,84594.26142857142
-119.8,36.74,0-2000,INLAND,65684.24666666667
-118.36,34.13,2000-4000,<1H OCEAN,494977.73160000006
-118.23,34.14,0-2000,<1H OCEAN,285164.45923809527
-117.95,33.81,0-2000,<1H OCEAN,279338.0092380952
-119.19,34.28,0-2000,NEAR OCEAN,305187.56
-121.83,37.34,6000-8000,<1H OCEAN,242472.08
-121.93,38.31,0-2000,INLAND,211741.78
-119.7,36.3,0-2000,INLAND,75373.93142857142
-122.22,37.85,2000-4000,NEAR BAY,465465.3410000001
-118.36,34.04,0-2000,<1H OCEAN,192413.222996337
-122.41,37.79,2000-4000,NEAR BAY,430779.7062566667
-122.71,37.9,0-2000,NEAR OCEAN,457322.8748
-120.65,35.27,0-2000,NEAR OCEAN,289373.36171428574
-118.36,33.89,0-2000,<1H OCEAN,288359.97117748915
-116.12,33.53,2000-4000,INLAND,79237.24
-121.0,37.66,0-2000,INLAND,183661.98
-122.46,37.74,0-2000,NEAR BAY,551669.3571133335
-121.24,37.94,0-2000,INLAND,102438.88
-121.49,38.55,0-2000,INLAND,199631.4115238095
-122.41,37.8,0-2000,NEAR BAY,502352.5461222949
-118.11,33.83,0-2000,<1H OCEAN,276647.84400000004
-118.18,33.77,0-2000,NEAR OCEAN,196105.42799855702
-118.28,34.03,2000-4000,<1H OCEAN,283781.40457142843
-117.32,34.09,0-2000,INLAND,94991.95666666667
-117.32,33.23,0-2000,NEAR OCEAN,168128.2815238095
-117.65,33.6,0-2000,<1H OCEAN,368932.6060952381
-120.7,35.55,0-2000,<1H OCEAN,281722.9986666667
-116.89,33.92,0-2000,INLAND,104107.92
-122.49,37.54,0-2000,NEAR OCEAN,527897.9088000001
-119.3,38.26,0-2000,INLAND,131337.08
-121.11,38.04,0-2000,INLAND,211944.52
-117.87,33.61,0-2000,<1H OCEAN,611360.7500757148
-118.28,34.04,0-2000,<1H OCEAN,205305.71155555555
-117.78,33.69,2000-4000,<1H OCEAN,334439.88776190474
-118.85,35.2,2000-4000,INLAND,82882.84
-121.55,38.51,0-2000,INLAND,235779.69666666668
-118.08,34.11,0-2000,<1H OCEAN,381037.53333333327
-121.35,38.6,0-2000,INLAND,215349.188
-122.33,37.58,0-2000,NEAR OCEAN,423119.992
-117.88,33.77,0-2000,<1H OCEAN,279979.3638095238
-119.84,36.75,0-2000,INLAND,90698.56
-118.29,33.96,2000-4000,<1H OCEAN,141455.17
-117.87,33.88,0-2000,<1H OCEAN,218525.138
-118.21,34.65,2000-4000,INLAND,187054.0
-118.11,34.01,0-2000,<1H OCEAN,238263.00333333336
-122.19,37.75,0-2000,NEAR BAY,101528.12952380953
-118.39,34.21,2000-4000,<1H OCEAN,221658.10428571425
-116.61,33.04,0-2000,INLAND,164794.76
-118.15,35.06,0-2000,INLAND,86519.76
-118.49,34.21,0-2000,<1H OCEAN,260391.32000000004
-117.7,33.63,0-2000,<1H OCEAN,297014.72
-117.29,33.24,0-2000,<1H OCEAN,162637.16
-121.34,37.96,2000-4000,INLAND,155633.64
-117.01,32.99,0-2000,<1H OCEAN,406909.4926666665
-117.69,34.07,0-2000,INLAND,164842.85133333335
-122.07,37.64,2000-4000,NEAR BAY,213636.39666666664
-122.12,37.7,0-2000,NEAR BAY,191342.54
-120.81,37.53,0-2000,INLAND,174017.13600000003
-122.45,37.81,0-2000,NEAR BAY,609357.7466528495
-117.21,32.86,0-2000,NEAR OCEAN,313254.13200000004
-117.79,33.68,0-2000,<1H OCEAN,367658.6947792208
-121.81,37.31,0-2000,<1H OCEAN,258836.01161904764
-118.17,33.98,0-2000,<1H OCEAN,198246.1514285715
-122.29,37.89,0-2000,NEAR BAY,298737.7797142858
-118.22,33.98,2000-4000,<1H OCEAN,218123.0945714286
-118.3,34.09,2000-4000,<1H OCEAN,272106.5536190476
-118.15,34.2,0-2000,INLAND,252286.06
-117.23,32.72,0-2000,NEAR OCEAN,336289.9172761904
-117.55,33.87,4000-6000,INLAND,197069.3058095238
-117.69,34.01,2000-4000,INLAND,263343.76
-121.91,36.62,0-2000,<1H OCEAN,327348.1063333333
-123.22,40.16,0-2000,INLAND,54309.13559999996
-118.14,34.04,0-2000,<1H OCEAN,278122.8653333334
-119.74,36.75,0-2000,INLAND,65677.14766666667
-118.18,34.05,2000-4000,<1H OCEAN,160053.56685714287
-122.13,37.68,0-2000,NEAR BAY,256004.1202857143
-118.23,34.66,0-2000,INLAND,188184.88
-118.33,33.9,4000-6000,<1H OCEAN,257815.02219047621
-122.34,37.95,0-2000,NEAR BAY,160266.4586190476
-118.19,34.03,0-2000,<1H OCEAN,170886.11090476188
-118.38,33.87,0-2000,<1H OCEAN,416292.98600000003
-122.48,37.64,0-2000,NEAR OCEAN,322412.53728571424
-122.41,37.79,0-2000,NEAR BAY,362672.47257571423
-122.22,38.1,0-2000,NEAR BAY,137709.626
-121.83,37.95,0-2000,INLAND,319047.04
-117.71,33.51,0-2000,<1H OCEAN,530859.128
-117.23,33.1,0-2000,NEAR OCEAN,306034.5172
-121.25,38.67,2000-4000,INLAND,206929.23666666663
-117.8,33.67,0-2000,<1H OCEAN,334074.3416666667
-122.0,39.94,0-2000,INLAND,87551.44
-120.3,38.9,0-2000,INLAND,220015.58493333333
-121.91,37.31,0-2000,<1H OCEAN,404174.2799999999
-117.07,32.69,0-2000,NEAR OCEAN,168358.93333333335
-117.0,32.8,0-2000,<1H OCEAN,182820.34771428574
-121.32,37.67,0-2000,INLAND,189996.10666666663
-119.23,34.44,0-2000,<1H OCEAN,369764.28
-122.43,37.77,0-2000,NEAR BAY,446514.5000019981
-122.02,37.31,0-2000,<1H OCEAN,426460.6760000001
-121.38,36.84,2000-4000,INLAND,277602.52
-117.28,34.12,0-2000,INLAND,90935.09
-117.08,33.04,0-2000,<1H OCEAN,268594.29495238094
-120.65,38.42,0-2000,INLAND,143786.68
-121.33,38.68,2000-4000,INLAND,148993.02666666667
-117.97,33.75,0-2000,<1H OCEAN,244450.24019047618
-121.44,37.75,0-2000,INLAND,183222.29666666663
-121.51,38.26,0-2000,INLAND,156984.0
-122.29,37.81,0-2000,NEAR BAY,121071.66185137084
-122.08,37.65,2000-4000,NEAR BAY,231209.49066666665
-122.49,37.78,0-2000,NEAR BAY,442384.18280507927
-120.42,38.42,0-2000,INLAND,126205.96
-118.13,34.16,0-2000,<1H OCEAN,251187.89238095246
-117.01,34.9,0-2000,INLAND,86018.8
-117.24,32.74,0-2000,NEAR OCEAN,360617.9366666667
-118.15,33.84,0-2000,<1H OCEAN,280447.80333333334
-118.01,33.94,0-2000,<1H OCEAN,230508.45666666672
-118.36,33.94,2000-4000,<1H OCEAN,198700.18333333335
-118.19,33.99,0-2000,<1H OCEAN,189174.72180952382
-121.9,37.31,0-2000,<1H OCEAN,364940.7272380952
-118.43,34.29,0-2000,<1H OCEAN,191631.04666666663
-121.08,38.93,0-2000,INLAND,197240.6
-122.48,38.9,0-2000,INLAND,118320.8
-122.18,37.91,2000-4000,NEAR BAY,532903.4664
-121.42,38.6,2000-4000,INLAND,134644.9866666667
-117.17,32.72,0-2000,NEAR OCEAN,205603.28399999999
-117.88,33.7,0-2000,<1H OCEAN,266703.602
-120.97,37.73,0-2000,INLAND,229881.12
-121.63,39.15,0-2000,INLAND,94038.35238095238
-120.27,37.12,0-2000,INLAND,77793.88
-121.96,37.43,2000-4000,<1H OCEAN,246763.72
-118.32,34.17,0-2000,<1H OCEAN,315513.04147619044
-117.95,33.78,2000-4000,<1H OCEAN,244608.29
-121.87,37.3,0-2000,<1H OCEAN,270329.1346666666
-117.23,34.11,0-2000,INLAND,95252.46
-117.96,33.85,0-2000,<1H OCEAN,222242.596
-122.42,37.79,0-2000,NEAR BAY,303004.5791780953
-120.08,39.23,0-2000,INLAND,219310.12
-118.25,34.02,0-2000,<1H OCEAN,144595.84495238095
-119.33,36.19,0-2000,INLAND,84951.16
-120.56,35.07,2000-4000,<1H OCEAN,331250.19
-117.1,32.58,0-2000,NEAR OCEAN,157944.19400000005
-118.2,34.13,2000-4000,<1H OCEAN,244790.57885714283
-117.22,32.81,0-2000,NEAR OCEAN,357770.5276190477
-118.41,34.0,0-2000,<1H OCEAN,353756.74012698396
-119.71,36.81,0-2000,INLAND,79982.356
-118.44,34.06,0-2000,<1H OCEAN,614576.172833334
-117.97,33.84,0-2000,<1H OCEAN,248642.1605714286
-119.63,36.32,0-2000,INLAND,60189.6
-118.53,34.04,0-2000,<1H OCEAN,620001.2400000006
-117.93,34.07,0-2000,<1H OCEAN,232879.19200000007
-117.31,34.08,0-2000,INLAND,96818.05742857144
-122.44,37.7,0-2000,NEAR OCEAN,325218.54066666675
-122.04,37.34,0-2000,<1H OCEAN,513166.7253333333
-121.26,38.65,0-2000,INLAND,215902.3933333333
-118.49,34.19,0-2000,<1H OCEAN,275320.34133333334
-118.29,34.09,2000-4000,<1H OCEAN,228849.61566666665
-122.04,38.24,0-2000,INLAND,143193.13333333333
-117.82,33.73,0-2000,<1H OCEAN,186367.04
-117.81,33.74,0-2000,<1H OCEAN,256644.04
-117.95,33.7,2000-4000,<1H OCEAN,394385.2033333333
-123.82,40.12,0-2000,<1H OCEAN,114676.44
-118.36,33.86,0-2000,<1H OCEAN,392273.07
-118.77,34.28,0-2000,<1H OCEAN,252428.24666666664
-122.29,37.86,0-2000,NEAR BAY,192122.02506926405
-120.18,36.59,0-2000,INLAND,83717.36
-118.02,34.09,0-2000,INLAND,235506.07
-117.96,33.82,0-2000,<1H OCEAN,244251.34222222224
-120.13,39.06,0-2000,INLAND,198904.68
-121.35,38.68,2000-4000,INLAND,145996.77333333335
-121.73,36.9,2000-4000,<1H OCEAN,202301.70133333333
-117.18,34.08,0-2000,INLAND,126936.37924444444
-122.91,39.18,0-2000,INLAND,106027.44
-119.74,36.65,0-2000,INLAND,92753.24
-118.34,33.99,0-2000,<1H OCEAN,205573.091968254
-118.13,34.2,0-2000,INLAND,327313.624
-117.17,32.83,0-2000,NEAR OCEAN,236500.01266666662
-118.5,34.2,0-2000,<1H OCEAN,271918.5253333333
-117.97,33.72,0-2000,<1H OCEAN,321364.011
-118.39,34.08,2000-4000,<1H OCEAN,531864.4236342857
-119.71,36.83,0-2000,INLAND,133367.64200000002
-117.89,33.88,0-2000,<1H OCEAN,268432.596
-117.19,33.14,0-2000,<1H OCEAN,195106.56
-114.62,33.62,0-2000,INLAND,78534.16
-122.25,37.8,0-2000,NEAR BAY,225172.14176190476
-118.25,33.97,0-2000,<1H OCEAN,133289.4836190476
-122.14,37.72,0-2000,NEAR BAY,269659.92684126983
-117.97,34.17,2000-4000,INLAND,427037.4496
-122.55,38.42,0-2000,<1H OCEAN,339613.68
-118.22,34.52,2000-4000,INLAND,361383.12
-118.23,34.13,0-2000,<1H OCEAN,284856.5268888889
-117.13,32.72,0-2000,NEAR OCEAN,181558.2432380952
-119.03,35.36,0-2000,INLAND,96487.83066666668
-122.41,37.8,0-2000,NEAR BAY,502352.5461222949
-122.46,37.72,0-2000,NEAR OCEAN,289069.7255714286
-118.07,33.93,0-2000,<1H OCEAN,208319.02866666668
-121.82,37.28,0-2000,<1H OCEAN,231712.06266666666
-121.9,36.58,0-2000,NEAR OCEAN,468866.6310333333
-117.94,34.15,0-2000,INLAND,397950.50919999985
-121.3,38.13,0-2000,INLAND,175546.056
-118.36,34.06,0-2000,<1H OCEAN,570188.3441244448
-118.23,34.14,2000-4000,<1H OCEAN,276345.4139047619
-119.72,34.43,0-2000,<1H OCEAN,364953.21876190475
-121.76,36.75,0-2000,<1H OCEAN,175712.96
-117.09,32.74,2000-4000,NEAR OCEAN,139237.6366666667
-118.19,34.04,0-2000,<1H OCEAN,184854.2877301587
-118.36,33.89,0-2000,<1H OCEAN,288359.97117748915
-118.09,33.96,0-2000,<1H OCEAN,204767.44133333332
-119.9,37.49,0-2000,INLAND,139255.72
-117.49,33.64,2000-4000,<1H OCEAN,475789.2703799999
-121.36,38.01,0-2000,INLAND,198875.3333333333
-117.35,34.16,0-2000,INLAND,116293.4
-118.35,33.8,2000-4000,<1H OCEAN,467407.2367999999
-117.2,32.84,0-2000,NEAR OCEAN,235474.0573333333
-118.46,34.32,2000-4000,<1H OCEAN,277470.46
-121.6,37.13,4000-6000,<1H OCEAN,407843.44
-118.35,33.98,0-2000,<1H OCEAN,234521.36533333326
-121.72,38.0,4000-6000,INLAND,210680.712
-117.99,33.73,0-2000,<1H OCEAN,275715.91019047616
-121.85,37.33,4000-6000,<1H OCEAN,221597.92
-117.93,33.62,0-2000,<1H OCEAN,599888.8295666667
-120.02,36.8,0-2000,INLAND,114512.24333333332
-122.38,37.58,0-2000,NEAR OCEAN,587843.7144666668
-117.84,33.74,4000-6000,<1H OCEAN,203601.645
-117.98,33.77,0-2000,<1H OCEAN,220433.84933333335
-122.59,37.97,0-2000,NEAR OCEAN,424284.89346666663
-119.35,35.59,0-2000,INLAND,86338.72
-121.24,39.22,0-2000,INLAND,196892.78
-117.96,34.08,2000-4000,<1H OCEAN,197126.52
-117.7,33.64,2000-4000,<1H OCEAN,292034.57
-117.65,34.04,2000-4000,INLAND,181872.24666666664
-121.9,38.02,0-2000,INLAND,148333.76
-118.07,33.99,0-2000,<1H OCEAN,199207.3226666667
-118.28,33.99,0-2000,<1H OCEAN,124615.4680952381
-117.89,33.83,0-2000,<1H OCEAN,221694.99133333334
-119.35,36.42,0-2000,INLAND,114320.64266666665
-122.3,37.55,0-2000,NEAR OCEAN,385605.094
-118.16,34.7,0-2000,INLAND,140533.74666666667
-122.48,38.48,0-2000,INLAND,313782.124
-119.73,36.52,0-2000,INLAND,108786.44
-122.25,37.53,0-2000,NEAR BAY,420592.52066666656
-118.37,34.07,0-2000,<1H OCEAN,525751.007992381
-118.04,33.85,0-2000,<1H OCEAN,398565.1400000001
-116.95,32.74,0-2000,<1H OCEAN,217418.74800000002
-122.58,38.1,4000-6000,NEAR BAY,268235.5186666667
-118.47,34.04,2000-4000,<1H OCEAN,552746.2203809527
-118.25,33.92,0-2000,<1H OCEAN,130926.86585714287
-117.29,34.14,0-2000,INLAND,111312.2063333333
-119.49,37.1,0-2000,INLAND,166419.16
-122.7,38.45,0-2000,<1H OCEAN,241093.60152380957
-121.9,37.44,2000-4000,<1H OCEAN,421047.70399999997
-117.27,34.24,0-2000,INLAND,155256.68
-121.27,38.12,0-2000,INLAND,113816.56790476188
-119.72,34.42,0-2000,NEAR OCEAN,344334.4013333332
-119.54,36.51,0-2000,INLAND,98810.64
-118.41,33.97,0-2000,<1H OCEAN,461145.088
-120.85,37.51,0-2000,INLAND,167120.17333333334
-122.42,37.75,0-2000,NEAR BAY,362389.7954323454
-118.28,33.98,0-2000,<1H OCEAN,126862.21523809522
-118.27,33.82,0-2000,<1H OCEAN,227917.5327619048
-117.01,32.73,0-2000,NEAR OCEAN,172459.03466666667
-122.25,37.8,0-2000,NEAR BAY,225172.14176190476
-118.44,33.88,0-2000,NEAR OCEAN,616777.1904000005
-118.35,33.85,0-2000,<1H OCEAN,430331.398
-122.35,37.96,0-2000,NEAR BAY,130281.62152380958
-118.43,34.16,0-2000,<1H OCEAN,440764.4598095239
-118.3,33.93,0-2000,<1H OCEAN,143250.5728888889
-121.28,38.53,0-2000,INLAND,150020.67666666667
-117.27,33.0,0-2000,NEAR OCEAN,469640.08
-122.41,37.63,0-2000,NEAR OCEAN,311663.35519047617
-117.18,32.76,0-2000,NEAR OCEAN,529249.7733333333
-118.45,33.99,0-2000,<1H OCEAN,460831.97222444444
-117.07,32.8,0-2000,<1H OCEAN,245752.438
-121.34,38.59,0-2000,INLAND,274719.10666666663
-118.64,34.22,0-2000,<1H OCEAN,382513.96
-117.94,33.88,0-2000,<1H OCEAN,411308.78946666676
-121.98,37.27,0-2000,<1H OCEAN,373803.8161904762
-117.02,32.73,2000-4000,NEAR OCEAN,175278.34
-118.09,34.15,0-2000,INLAND,296346.23954285716
-122.52,37.89,0-2000,NEAR BAY,486015.52
-117.24,34.14,0-2000,INLAND,143037.30666666667
-118.58,34.21,0-2000,<1H OCEAN,275942.6973333333
-118.02,33.92,0-2000,<1H OCEAN,219590.46333333332
-117.82,33.82,0-2000,<1H OCEAN,375996.2176761904
-117.87,33.84,0-2000,<1H OCEAN,261224.8539047619
-122.45,38.01,2000-4000,NEAR BAY,342800.5668
-117.69,36.13,0-2000,INLAND,92846.19039999999
-118.18,34.03,0-2000,<1H OCEAN,174554.242
-122.44,37.78,0-2000,NEAR BAY,412904.88276770944
-117.99,34.08,0-2000,INLAND,190945.59533333336
-119.63,34.4,0-2000,<1H OCEAN,438405.28599999985
-122.62,38.24,0-2000,<1H OCEAN,243485.47000000003
-122.33,38.29,0-2000,NEAR BAY,276931.26666666666
-119.82,36.79,0-2000,INLAND,91992.74800000002
-118.61,34.21,0-2000,<1H OCEAN,295090.32266666665
-122.53,37.87,0-2000,NEAR BAY,481477.5374666667
-118.26,33.91,0-2000,<1H OCEAN,134485.44
-121.92,37.28,0-2000,<1H OCEAN,451358.66699999996
-120.46,37.29,0-2000,INLAND,91160.56333333334
-121.97,36.97,0-2000,NEAR OCEAN,294956.32
-117.16,32.73,0-2000,NEAR OCEAN,230745.01914285717
-118.19,33.78,0-2000,NEAR OCEAN,207478.65892640688
-117.11,32.69,0-2000,NEAR OCEAN,114931.15666666666
-117.88,33.82,0-2000,<1H OCEAN,285568.46599999996
-122.48,37.69,0-2000,NEAR OCEAN,322854.37733333337
-118.15,34.17,0-2000,<1H OCEAN,200474.20704761904
-117.7,33.6,0-2000,<1H OCEAN,132299.14433333333
-116.22,33.73,0-2000,INLAND,86976.08
-119.07,35.34,0-2000,INLAND,151901.5322857143
-120.71,37.38,0-2000,INLAND,93416.53666666668
-121.36,37.99,0-2000,INLAND,258570.69
-117.3,33.23,0-2000,<1H OCEAN,163484.18333333335
-118.15,33.94,0-2000,<1H OCEAN,275081.4553333333
-118.11,34.15,0-2000,<1H OCEAN,275945.4253333333
-117.1,32.74,0-2000,NEAR OCEAN,123790.15165079363
-122.67,38.33,4000-6000,<1H OCEAN,291395.84599999996
-118.14,34.06,0-2000,<1H OCEAN,289287.8666666667
-118.27,34.0,0-2000,<1H OCEAN,127222.2580952381
-118.31,33.67,0-2000,NEAR OCEAN,438531.04168253974
-122.23,40.57,0-2000,INLAND,146040.38
-117.04,32.58,0-2000,NEAR OCEAN,164385.994
-118.51,34.0,0-2000,<1H OCEAN,608769.6165666672
-118.09,33.74,0-2000,NEAR OCEAN,571731.0132838095
-118.93,36.19,0-2000,INLAND,144619.96
-117.22,32.75,0-2000,NEAR OCEAN,242478.39986666662
-122.04,37.62,0-2000,NEAR BAY,243397.14952380955
-117.22,34.07,0-2000,INLAND,100476.58
-117.13,34.24,0-2000,INLAND,165137.0
-117.13,32.7,0-2000,NEAR OCEAN,95597.24544444446
-122.44,37.77,0-2000,NEAR BAY,591157.8234411111
-118.24,33.96,0-2000,<1H OCEAN,126698.95492352093
-119.08,35.32,4000-6000,INLAND,159159.68333333332
-119.29,34.28,0-2000,NEAR OCEAN,328613.19773333333
-118.26,34.01,0-2000,<1H OCEAN,144340.8029250749
-122.14,37.44,0-2000,NEAR BAY,603878.9327733336
