longitude,latitude,population_range,ocean_proximity
-117.07,32.81,0-2000,<1H OCEAN
-117.96,33.75,0-2000,<1H OCEAN
-122.29,37.56,2000-4000,NEAR BAY
-122.04,36.96,0-2000,NEAR OCEAN
-117.86,33.74,0-2000,<1H OCEAN
-118.34,34,0-2000,<1H OCEAN
-117.08,32.58,0-2000,NEAR OCEAN
-117.99,33.74,0-2000,<1H OCEAN
-120.27,38.31,0-2000,INLAND
-121.24,39.37,0-2000,INLAND
-122.22,37.48,2000-4000,NEAR OCEAN
-117.18,32.76,0-2000,NEAR OCEAN
-122.25,37.81,2000-4000,NEAR BAY
-122.27,37.48,0-2000,NEAR OCEAN
-120.62,35.28,0-2000,NEAR OCEAN
-117.31,34.43,2000-4000,INLAND
-118.75,34.17,2000-4000,NEAR OCEAN
-122.28,37.78,0-2000,NEAR BAY
-116.38,33.74,2000-4000,INLAND
-116.86,33.73,0-2000,INLAND
-122.4,37.76,0-2000,NEAR BAY
-118.24,33.99,0-2000,<1H OCEAN
-118.25,34.13,2000-4000,<1H OCEAN
-118.09,33.99,0-2000,<1H OCEAN
-117.86,33.9,0-2000,<1H OCEAN
-117.69,33.54,0-2000,<1H OCEAN
-121.37,38.58,0-2000,INLAND
-117.18,33.78,0-2000,INLAND
-118.1,33.79,0-2000,<1H OCEAN
-118.16,34.06,0-2000,<1H OCEAN
-116.53,33.88,0-2000,INLAND
-117.92,33.75,0-2000,<1H OCEAN
-119.77,36.3,0-2000,INLAND
-116.95,33.68,0-2000,INLAND
-119.14,34.49,0-2000,<1H OCEAN
-117.17,32.82,0-2000,NEAR OCEAN
-121.23,38.67,2000-4000,INLAND
-117.82,33.85,0-2000,<1H OCEAN
-118.19,34.02,0-2000,<1H OCEAN
-122.27,37.78,0-2000,NEAR BAY
-122.47,37.69,0-2000,NEAR OCEAN
-117.97,33.68,0-2000,<1H OCEAN
-121.37,36.83,0-2000,INLAND
-118.96,35.4,0-2000,INLAND
-122,38.35,0-2000,INLAND
-117.9,34.1,0-2000,<1H OCEAN
-118.15,34.12,0-2000,<1H OCEAN
-122.25,37.81,0-2000,NEAR BAY
-118.57,34.22,0-2000,<1H OCEAN
-120.08,37.06,0-2000,INLAND
-118.2,33.84,0-2000,NEAR OCEAN
-120.85,37.77,0-2000,INLAND
-118.3,33.82,2000-4000,<1H OCEAN
-118.36,34.1,0-2000,<1H OCEAN
-117.18,33.51,0-2000,<1H OCEAN
-118.22,33.98,0-2000,<1H OCEAN
-118.29,34.03,0-2000,<1H OCEAN
-122.72,40.17,0-2000,INLAND
-122.17,37.74,0-2000,NEAR BAY
-117.44,34.09,2000-4000,INLAND
-119.16,36.28,0-2000,INLAND
-117.27,33.68,8000-10000,<1H OCEAN
-117.09,32.64,0-2000,NEAR OCEAN
-119.99,36.8,0-2000,INLAND
-117.94,34.08,0-2000,<1H OCEAN
-117.87,33.88,0-2000,<1H OCEAN
-121.29,37.98,0-2000,INLAND
-118.31,34.03,0-2000,<1H OCEAN
-118.17,33.79,2000-4000,NEAR OCEAN
-117.22,32.87,0-2000,NEAR OCEAN
-121.93,37.93,0-2000,INLAND
-118.37,33.82,0-2000,<1H OCEAN
-119.76,36.81,4000-6000,INLAND
-118.2,34.11,0-2000,<1H OCEAN
-117.95,33.63,0-2000,<1H OCEAN
-118.29,34.65,2000-4000,INLAND
-119.02,35.37,0-2000,INLAND
-119.16,34.12,0-2000,NEAR OCEAN
-119.86,34.38,0-2000,NEAR OCEAN
-117.67,34.1,0-2000,INLAND
-118.02,33.95,0-2000,<1H OCEAN
-119.3,36.34,2000-4000,INLAND
-121.8,38.01,0-2000,INLAND
-121.33,38.66,0-2000,INLAND
-122.17,37.88,0-2000,NEAR BAY
-118.29,34.01,0-2000,<1H OCEAN
-121.42,37.75,0-2000,INLAND
-122.04,37.99,0-2000,NEAR BAY
-118.09,34.09,0-2000,<1H OCEAN
-122.2,37.78,0-2000,NEAR BAY
-118.06,33.83,0-2000,<1H OCEAN
-118.3,34,0-2000,<1H OCEAN
-119.36,36.33,0-2000,INLAND
-117.82,33.72,0-2000,<1H OCEAN
-117.91,34.02,4000-6000,<1H OCEAN
-118.57,34.25,0-2000,<1H OCEAN
-122.01,37.36,0-2000,<1H OCEAN
-122.08,37.38,0-2000,NEAR BAY
-120.59,38.45,0-2000,INLAND
-118.56,34.2,0-2000,<1H OCEAN
-122.24,37.81,0-2000,NEAR BAY
-119.64,36.31,0-2000,INLAND
-117.83,33.65,0-2000,<1H OCEAN
-117.65,33.4,0-2000,NEAR OCEAN
-118.12,33.77,2000-4000,NEAR OCEAN
-117.55,33.93,2000-4000,INLAND
-122.01,37.95,0-2000,NEAR BAY
-117.94,33.94,0-2000,<1H OCEAN
-118.01,33.77,0-2000,<1H OCEAN
-123.18,40.58,0-2000,INLAND
-117.3,34.15,0-2000,INLAND
-122.4,38.53,0-2000,INLAND
-121.41,38.6,2000-4000,INLAND
-121.18,39.19,0-2000,INLAND
-118.25,33.78,0-2000,NEAR OCEAN
-120.45,34.65,0-2000,NEAR OCEAN
-118.32,33.35,0-2000,ISLAND
-121.64,36.82,0-2000,<1H OCEAN
-122.28,37.87,0-2000,NEAR BAY
-121.38,38.59,0-2000,INLAND
-118.06,34.09,0-2000,<1H OCEAN
-116.36,33.78,4000-6000,INLAND
-117.76,33.88,2000-4000,<1H OCEAN
-118.47,34.02,2000-4000,<1H OCEAN
-117.9,33.61,0-2000,<1H OCEAN
-123.85,39.39,2000-4000,<1H OCEAN
-122.83,38.39,0-2000,<1H OCEAN
-122.44,37.76,0-2000,NEAR BAY
-122.42,37.74,0-2000,NEAR BAY
-118.25,34,0-2000,<1H OCEAN
-118.28,34.06,2000-4000,<1H OCEAN
-120.84,37.5,0-2000,INLAND
-118.37,34.2,2000-4000,<1H OCEAN
-117.84,34.63,4000-6000,INLAND
-122.41,37.64,0-2000,NEAR OCEAN
-117.9,34.13,0-2000,<1H OCEAN
-121.87,39.75,0-2000,INLAND
-119.81,36.76,0-2000,INLAND
-121.87,37.32,0-2000,<1H OCEAN
-118.45,33.99,0-2000,<1H OCEAN
-119.5,34.35,0-2000,NEAR OCEAN
-117.92,33.91,0-2000,<1H OCEAN
-119.8,36.75,0-2000,INLAND
-118.23,33.93,2000-4000,<1H OCEAN
-119.79,36.76,0-2000,INLAND
-120.45,34.96,2000-4000,<1H OCEAN
-121.96,37.95,0-2000,INLAND
-117.09,32.8,0-2000,NEAR OCEAN
-117.85,33.62,0-2000,<1H OCEAN
-122.19,39.74,2000-4000,INLAND
-122.45,37.9,0-2000,NEAR BAY
-122.06,37.86,0-2000,NEAR BAY
-120.5,38.87,0-2000,INLAND
-120.41,34.87,0-2000,<1H OCEAN
-117.76,34.13,6000-8000,INLAND
-121.32,36.79,0-2000,INLAND
-121.96,37.53,0-2000,<1H OCEAN
-124.09,40.92,0-2000,NEAR OCEAN
-121.49,37.94,0-2000,INLAND
-117.26,33.18,2000-4000,NEAR OCEAN
-115.51,33.12,0-2000,INLAND
-117.88,33.74,2000-4000,<1H OCEAN
-122.42,37.78,0-2000,NEAR BAY
-122.2,37.75,0-2000,NEAR BAY
-116.96,34.94,0-2000,INLAND
-117.95,33.84,0-2000,<1H OCEAN
-121.93,37.71,2000-4000,<1H OCEAN
-121.77,37.22,0-2000,<1H OCEAN
-121.96,38.34,0-2000,INLAND
-121.32,36.42,0-2000,<1H OCEAN
-118.44,33.98,6000-8000,<1H OCEAN
-124.17,40.8,0-2000,NEAR OCEAN
-122.23,37.45,0-2000,NEAR OCEAN
-117.15,34.48,0-2000,INLAND
-117.98,34.14,0-2000,INLAND
-120.95,37.59,0-2000,INLAND
-121.95,37.35,0-2000,<1H OCEAN
-122.38,37.34,0-2000,NEAR OCEAN
-121.47,38.68,0-2000,INLAND
-118.45,34.19,2000-4000,<1H OCEAN
-121.88,37.26,0-2000,<1H OCEAN
-121.8,40.34,0-2000,INLAND
-121.82,37.39,0-2000,<1H OCEAN
-120.87,38.71,0-2000,INLAND
-115.56,32.79,2000-4000,INLAND
-122.49,37.7,0-2000,NEAR OCEAN
-118.37,34.03,0-2000,<1H OCEAN
-118.39,34.15,0-2000,<1H OCEAN
-119.78,36.73,0-2000,INLAND
-117.89,33.66,0-2000,<1H OCEAN
-121.37,38.56,2000-4000,INLAND
-118.2,33.85,0-2000,<1H OCEAN
-120.46,37.31,0-2000,INLAND
-120.94,37.65,2000-4000,INLAND
-121.79,37.66,6000-8000,INLAND
-122.08,40.64,0-2000,INLAND
-118.41,34.02,0-2000,<1H OCEAN
-118.3,33.97,0-2000,<1H OCEAN
-118.42,34.16,0-2000,<1H OCEAN
-121.88,37.44,0-2000,<1H OCEAN
-118.17,34.19,0-2000,<1H OCEAN
-116.86,32.87,2000-4000,<1H OCEAN
-118.13,33.86,0-2000,<1H OCEAN
-119.24,35.77,0-2000,INLAND
-121.67,36.93,0-2000,<1H OCEAN
-121.94,37.31,0-2000,<1H OCEAN
-119.33,36.32,0-2000,INLAND
-117.23,32.8,0-2000,NEAR OCEAN
-121.27,37.96,0-2000,INLAND
-118.19,34.13,0-2000,<1H OCEAN
-122.52,37.88,0-2000,NEAR BAY
-118.11,33.9,0-2000,<1H OCEAN
-121.76,38.57,6000-8000,INLAND
-116.97,33.78,0-2000,INLAND
-117.17,32.75,0-2000,NEAR OCEAN
-118.4,33.87,0-2000,<1H OCEAN
-118.41,34.03,0-2000,<1H OCEAN
-122.63,38.24,0-2000,<1H OCEAN
-120.59,37.59,0-2000,INLAND
-120.98,38.34,0-2000,INLAND
-118.37,33.93,0-2000,<1H OCEAN
-118.28,34.17,0-2000,<1H OCEAN
-118.21,34.04,0-2000,<1H OCEAN
-122.4,37.76,0-2000,NEAR BAY
-118.4,34.14,0-2000,<1H OCEAN
-121.53,38.56,0-2000,INLAND
-121.89,37.25,0-2000,<1H OCEAN
-119.65,36.35,0-2000,INLAND
-117.95,35.13,0-2000,INLAND
-121.96,38.02,0-2000,INLAND
-122.04,38.24,2000-4000,INLAND
-122.11,37.14,0-2000,NEAR OCEAN
-117.3,34.12,0-2000,INLAND
-122.58,38.46,0-2000,<1H OCEAN
-122.18,37.8,0-2000,NEAR BAY
-118.15,34.67,6000-8000,INLAND
-118.19,33.82,0-2000,NEAR OCEAN
-121.46,38.55,0-2000,INLAND
-117.99,33.66,0-2000,<1H OCEAN
-118.27,33.76,0-2000,NEAR OCEAN
-117.28,32.83,0-2000,NEAR OCEAN
-118.34,33.93,4000-6000,<1H OCEAN
-119.55,36.72,0-2000,INLAND
-116.48,33.94,0-2000,INLAND
-120.93,39.96,0-2000,INLAND
-114.65,33.6,0-2000,INLAND
-122.48,37.75,0-2000,NEAR BAY
-117.85,34.1,2000-4000,<1H OCEAN
-122.29,37.9,0-2000,NEAR BAY
-120.81,38.73,0-2000,INLAND
-122.26,37.78,0-2000,NEAR BAY
-118.47,33.99,0-2000,<1H OCEAN
-116.39,33.82,4000-6000,INLAND
-117.85,33.79,0-2000,<1H OCEAN
-122.27,37.89,0-2000,NEAR BAY
-122.32,37.55,0-2000,NEAR OCEAN
-118.58,34.17,0-2000,<1H OCEAN
-118.44,34.32,2000-4000,<1H OCEAN
-116.15,34.14,0-2000,INLAND
-117.92,33.75,0-2000,<1H OCEAN
-118.36,33.89,2000-4000,<1H OCEAN
-117.91,33.78,2000-4000,<1H OCEAN
-117.39,34.09,2000-4000,INLAND
-118.08,33.86,0-2000,<1H OCEAN
-117.82,33.67,0-2000,<1H OCEAN
-116.89,32.99,0-2000,<1H OCEAN
-117.98,34.07,2000-4000,INLAND
-122.71,38.42,0-2000,<1H OCEAN
-122.13,37.44,0-2000,NEAR BAY
-121.47,39.01,0-2000,INLAND
-118.08,33.94,2000-4000,<1H OCEAN
-119.03,34.25,0-2000,<1H OCEAN
-118.13,33.81,0-2000,<1H OCEAN
-117.88,33.74,0-2000,<1H OCEAN
-118.16,33.77,0-2000,NEAR OCEAN
-122.79,39.02,0-2000,INLAND
-120.03,38.19,0-2000,INLAND
-117.09,32.57,0-2000,NEAR OCEAN
-119.57,37.94,0-2000,INLAND
-121.07,39.13,0-2000,INLAND
-115.57,32.78,0-2000,INLAND
-117.09,33.15,0-2000,<1H OCEAN
-122.85,38.62,0-2000,<1H OCEAN
-118.47,34.23,8000-10000,<1H OCEAN
-118.14,34.17,2000-4000,<1H OCEAN
-122.45,37.71,0-2000,NEAR OCEAN
-122.04,38.25,0-2000,INLAND
-118.8,34.21,0-2000,<1H OCEAN
-118.08,34.16,0-2000,INLAND
-117.04,32.74,2000-4000,NEAR OCEAN
-121.87,37.27,0-2000,<1H OCEAN
-120.48,41.82,0-2000,INLAND
-122.76,38.35,0-2000,<1H OCEAN
-122.34,40.51,0-2000,INLAND
-117,32.73,2000-4000,<1H OCEAN
-117.31,34.5,0-2000,INLAND
-119.33,36.32,0-2000,INLAND
-123.19,39.12,0-2000,<1H OCEAN
-118.43,34.18,0-2000,<1H OCEAN
-118.24,34.14,2000-4000,<1H OCEAN
-122.46,37.75,0-2000,NEAR BAY
-117.05,32.75,0-2000,NEAR OCEAN
-118.96,34.3,0-2000,<1H OCEAN
-122.14,37.46,4000-6000,NEAR BAY
-118.44,34.24,0-2000,<1H OCEAN
-121.42,38.55,0-2000,INLAND
-121.87,37.33,2000-4000,<1H OCEAN
-122.22,37.46,0-2000,NEAR OCEAN
-118.35,34.16,0-2000,<1H OCEAN
-117.88,33.83,0-2000,<1H OCEAN
-119.87,36.79,0-2000,INLAND
-122.27,37.85,0-2000,NEAR BAY
-118.16,33.87,0-2000,<1H OCEAN
-120.87,37.76,0-2000,INLAND
-122.44,37.77,0-2000,NEAR BAY
-117.37,34.01,0-2000,INLAND
-118.47,34.03,0-2000,<1H OCEAN
-118.28,33.92,0-2000,<1H OCEAN
-117.8,33.69,0-2000,<1H OCEAN
-122.17,38.08,8000-10000,NEAR BAY
-118.07,34.07,0-2000,<1H OCEAN
-122.15,37.47,0-2000,NEAR BAY
-117.82,33.81,0-2000,<1H OCEAN
-121.86,37.39,0-2000,<1H OCEAN
-117.19,32.75,0-2000,NEAR OCEAN
-121.29,38.03,0-2000,INLAND
-121.89,37.45,0-2000,<1H OCEAN
-118.95,34.81,0-2000,INLAND
-118.43,34.01,0-2000,<1H OCEAN
-121.94,38.35,0-2000,INLAND
-118.29,33.92,0-2000,<1H OCEAN
-118.08,33.87,2000-4000,<1H OCEAN
-117.17,32.71,0-2000,NEAR OCEAN
-118.46,34.03,0-2000,<1H OCEAN
-120.59,37.35,0-2000,INLAND
-122.26,37.45,0-2000,NEAR OCEAN
-117.31,34.53,0-2000,INLAND
-120.48,39.66,0-2000,INLAND
-118.45,34.31,0-2000,<1H OCEAN
-118.16,34.04,0-2000,<1H OCEAN
-118.23,33.93,0-2000,<1H OCEAN
-121.04,37.5,0-2000,INLAND
-121.13,36.21,0-2000,<1H OCEAN
-121.88,37.24,2000-4000,<1H OCEAN
-118.35,34.17,0-2000,<1H OCEAN
-121.94,37.34,0-2000,<1H OCEAN
-121.17,37.82,0-2000,INLAND
-118.4,34.07,0-2000,<1H OCEAN
-122.41,37.77,0-2000,NEAR BAY
-122.1,37.4,0-2000,NEAR BAY
-121.29,38.67,0-2000,INLAND
-119.69,36.82,0-2000,INLAND
-118.28,34.18,0-2000,<1H OCEAN
-118.02,34.04,2000-4000,<1H OCEAN
-120.45,34.65,0-2000,NEAR OCEAN
-122.18,37.8,0-2000,NEAR BAY
-118.41,34.19,0-2000,<1H OCEAN
-122.42,37.79,2000-4000,NEAR BAY
-117.28,34.26,0-2000,INLAND
-118.31,34.01,0-2000,<1H OCEAN
-118.28,33.97,2000-4000,<1H OCEAN
-121.89,36.63,0-2000,<1H OCEAN
-118.56,34.23,0-2000,<1H OCEAN
-121.62,39.13,0-2000,INLAND
-121.86,37.37,8000-10000,<1H OCEAN
-122.2,37.77,0-2000,NEAR BAY
-117.71,34.1,0-2000,INLAND
-118.41,34.21,0-2000,<1H OCEAN
-118.2,33.98,0-2000,<1H OCEAN
-118.08,34.55,8000-10000,INLAND
-121.76,37.69,0-2000,INLAND
-122.02,37.94,0-2000,NEAR BAY
-118.27,34.09,0-2000,<1H OCEAN
-122.02,37.89,2000-4000,NEAR BAY
-121.88,37.46,0-2000,<1H OCEAN
-118.1,33.84,0-2000,<1H OCEAN
-117.85,34.07,0-2000,<1H OCEAN
-117.04,32.8,0-2000,<1H OCEAN
-118.38,33.81,0-2000,NEAR OCEAN
-122.29,37.87,0-2000,NEAR BAY
-120.17,39.33,0-2000,INLAND
-122,38.41,0-2000,INLAND
-118.12,33.85,0-2000,<1H OCEAN
-118.29,33.71,0-2000,NEAR OCEAN
-120.84,37.07,0-2000,INLAND
-118.38,34.07,0-2000,<1H OCEAN
-121.97,37.97,0-2000,INLAND
-118.77,34.28,2000-4000,<1H OCEAN
-118.99,35.37,0-2000,INLAND
-117.18,32.79,2000-4000,NEAR OCEAN
-118.05,33.93,0-2000,<1H OCEAN
-120.89,37.45,0-2000,INLAND
-118.2,34.14,0-2000,<1H OCEAN
-118.48,34.19,0-2000,<1H OCEAN
-117.99,33.82,0-2000,<1H OCEAN
-117.76,33.81,0-2000,<1H OCEAN
-118.93,34.4,2000-4000,<1H OCEAN
-122.13,37.71,0-2000,NEAR BAY
-122.07,37.89,0-2000,NEAR BAY
-121.85,39.74,0-2000,INLAND
-117.04,32.77,2000-4000,<1H OCEAN
-118.13,33.84,0-2000,<1H OCEAN
-117.13,32.72,0-2000,NEAR OCEAN
-117.72,33.61,0-2000,<1H OCEAN
-119.79,36.82,0-2000,INLAND
-118.31,34.16,0-2000,<1H OCEAN
-118.62,34.2,0-2000,<1H OCEAN
-121.33,38.28,0-2000,INLAND
-118.26,33.95,0-2000,<1H OCEAN
-120.41,34.86,0-2000,<1H OCEAN
-119.08,36.2,0-2000,INLAND
-117.21,33.02,0-2000,NEAR OCEAN
-122.47,37.66,2000-4000,NEAR OCEAN
-121.92,36.62,0-2000,NEAR OCEAN
-119.13,36.13,0-2000,INLAND
-118.46,33.99,0-2000,<1H OCEAN
-122.01,36.99,0-2000,NEAR OCEAN
-118.15,34.17,0-2000,<1H OCEAN
-117.25,34.11,0-2000,INLAND
-118.13,33.81,0-2000,<1H OCEAN
-118.94,34.18,0-2000,<1H OCEAN
-122.28,37.81,0-2000,NEAR BAY
-117.08,32.7,0-2000,NEAR OCEAN
-118.19,33.98,0-2000,<1H OCEAN
-122.11,37.38,0-2000,NEAR BAY
-122.75,39.01,0-2000,INLAND
-122.67,38.25,0-2000,<1H OCEAN
-119.03,35.34,0-2000,INLAND
-118.32,33.73,0-2000,NEAR OCEAN
-118.12,33.75,0-2000,NEAR OCEAN
-117.25,32.8,0-2000,NEAR OCEAN
-118.19,34.03,2000-4000,<1H OCEAN
-117.91,34.1,0-2000,<1H OCEAN
-118.32,33.94,0-2000,<1H OCEAN
-118.3,33.9,0-2000,<1H OCEAN
-117.47,33.94,0-2000,INLAND
-122.27,37.85,0-2000,NEAR BAY
-119.29,36.32,0-2000,INLAND
-118.22,34.12,0-2000,<1H OCEAN
-122.35,37.98,2000-4000,NEAR BAY
-122.48,37.67,2000-4000,NEAR OCEAN
-118.41,33.97,2000-4000,<1H OCEAN
-117.15,33.16,2000-4000,<1H OCEAN
-118.41,34.19,0-2000,<1H OCEAN
-120.95,37.59,0-2000,INLAND
-122.01,39.21,0-2000,INLAND
-116.98,32.79,0-2000,<1H OCEAN
-118.34,34.26,0-2000,<1H OCEAN
-118.31,33.88,0-2000,<1H OCEAN
-117.13,32.73,0-2000,NEAR OCEAN
-117.12,32.9,0-2000,<1H OCEAN
-121.33,38.01,0-2000,INLAND
-117.09,32.64,2000-4000,NEAR OCEAN
-118.94,34.17,0-2000,<1H OCEAN
-117.46,34.85,2000-4000,INLAND
-118.19,34.12,0-2000,<1H OCEAN
-117.11,32.75,0-2000,NEAR OCEAN
-118.28,34.04,0-2000,<1H OCEAN
-122.44,37.72,0-2000,NEAR BAY
-121.96,37.34,0-2000,<1H OCEAN
-121.45,36.51,0-2000,<1H OCEAN
-118.22,33.96,0-2000,<1H OCEAN
-118.08,34,0-2000,<1H OCEAN
-114.6,34.83,0-2000,INLAND
-121.28,38.68,6000-8000,INLAND
-117.86,33.63,0-2000,<1H OCEAN
-118.36,33.98,0-2000,<1H OCEAN
-122.55,38.03,2000-4000,NEAR BAY
-118.37,34.14,0-2000,<1H OCEAN
-122.06,37.95,0-2000,NEAR BAY
-117.9,33.67,0-2000,<1H OCEAN
-122.07,40.95,0-2000,INLAND
-118.13,33.93,0-2000,<1H OCEAN
-118.3,34.03,0-2000,<1H OCEAN
-121.85,38,0-2000,INLAND
-118.45,34.18,2000-4000,<1H OCEAN
-114.61,34.84,0-2000,INLAND
-122.03,37.31,0-2000,<1H OCEAN
-121.44,38.54,0-2000,INLAND
-121.35,38,0-2000,INLAND
-120.6,35.6,0-2000,<1H OCEAN
-118.27,34.07,0-2000,<1H OCEAN
-122.4,38.46,0-2000,INLAND
-121.9,37.1,0-2000,<1H OCEAN
-117.78,33.76,0-2000,<1H OCEAN
-117.24,34.13,0-2000,INLAND
-118.11,33.87,0-2000,<1H OCEAN
-118.15,34.11,0-2000,<1H OCEAN
-118.29,33.98,0-2000,<1H OCEAN
-117.92,34.08,0-2000,<1H OCEAN
-117.93,34.15,4000-6000,INLAND
-117.09,32.99,0-2000,<1H OCEAN
-118.36,33.84,0-2000,<1H OCEAN
-121.94,36.98,0-2000,NEAR OCEAN
-117.92,33.84,0-2000,<1H OCEAN
-118.34,34.01,0-2000,<1H OCEAN
-117.08,34.96,0-2000,INLAND
-117.24,33.23,0-2000,<1H OCEAN
-118.19,34.19,0-2000,<1H OCEAN
-124.16,40.79,0-2000,NEAR OCEAN
-118.33,34.01,0-2000,<1H OCEAN
-117.2,34.04,0-2000,INLAND
-117.84,33.77,0-2000,<1H OCEAN
-117.66,35.6,0-2000,INLAND
-118.22,34.08,2000-4000,<1H OCEAN
-118.46,34.17,0-2000,<1H OCEAN
-122.27,37.85,0-2000,NEAR BAY
-118.38,33.87,0-2000,<1H OCEAN
-117.25,32.94,0-2000,NEAR OCEAN
-122.31,37.54,0-2000,NEAR OCEAN
-119.72,36.76,2000-4000,INLAND
-118,33.94,0-2000,<1H OCEAN
-121.15,38.89,0-2000,INLAND
-122,37.36,0-2000,<1H OCEAN
-121.9,38.01,0-2000,INLAND
-122.78,38.52,0-2000,<1H OCEAN
-117.2,34.13,0-2000,INLAND
-118.13,34.44,0-2000,INLAND
-118.38,34.15,0-2000,<1H OCEAN
-118.9,34.26,10000-12000,<1H OCEAN
-121.82,37.35,2000-4000,<1H OCEAN
-119.57,36.7,0-2000,INLAND
-118.59,34.25,4000-6000,<1H OCEAN
-117.5,34.66,0-2000,INLAND
-122.04,37.3,0-2000,<1H OCEAN
-117.83,33.75,0-2000,<1H OCEAN
-117.05,33.52,0-2000,<1H OCEAN
-116.33,33.75,2000-4000,INLAND
-118.92,34.4,0-2000,<1H OCEAN
-118.43,34.3,0-2000,<1H OCEAN
-120.99,38.67,2000-4000,INLAND
-119.77,36.77,0-2000,INLAND
-120.67,38.76,0-2000,INLAND
-122.11,37.89,0-2000,NEAR BAY
-121.28,38.9,0-2000,INLAND
-117.25,33.2,0-2000,<1H OCEAN
-117.47,33.98,4000-6000,INLAND
-118.08,33.9,0-2000,<1H OCEAN
-118.32,33.79,2000-4000,<1H OCEAN
-122.38,41.54,0-2000,INLAND
-118.31,34.02,0-2000,<1H OCEAN
-117.84,34.13,2000-4000,INLAND
-117.63,34.09,2000-4000,INLAND
-117.64,33.63,0-2000,<1H OCEAN
-122.28,37.52,0-2000,NEAR OCEAN
-122.78,38.37,0-2000,<1H OCEAN
-119.83,36.77,0-2000,INLAND
-116.35,34.13,0-2000,INLAND
-116.52,33.84,0-2000,INLAND
-120.97,38.65,0-2000,INLAND
-122.43,37.8,0-2000,NEAR BAY
-118.12,33.96,0-2000,<1H OCEAN
-119.52,36.61,0-2000,INLAND
-116.96,32.79,0-2000,<1H OCEAN
-121.54,39.47,0-2000,INLAND
-121.13,36.2,0-2000,<1H OCEAN
-121.41,38.58,2000-4000,INLAND
-118.16,33.85,0-2000,<1H OCEAN
-121.43,38.57,0-2000,INLAND
-118.31,34.06,0-2000,<1H OCEAN
-121.2,39.23,0-2000,INLAND
-117.89,33.74,2000-4000,<1H OCEAN
-121.77,36.71,2000-4000,<1H OCEAN
-118.02,33.96,0-2000,<1H OCEAN
-121.27,38.65,0-2000,INLAND
-122.28,37.85,0-2000,NEAR BAY
-118.38,34.08,0-2000,<1H OCEAN
-121.98,37.31,0-2000,<1H OCEAN
-116.72,33.56,0-2000,INLAND
-118,33.92,0-2000,<1H OCEAN
-118.17,33.91,0-2000,<1H OCEAN
-117.08,33.01,2000-4000,<1H OCEAN
-122.13,36.97,0-2000,NEAR OCEAN
-117.51,34,2000-4000,INLAND
-118.46,34.27,0-2000,<1H OCEAN
-120.26,38.13,0-2000,INLAND
-118.44,34.27,0-2000,<1H OCEAN
-117.21,32.85,0-2000,NEAR OCEAN
-122.86,38.62,0-2000,<1H OCEAN
-122.19,37.83,0-2000,NEAR BAY
-121.03,37.63,0-2000,INLAND
-118.33,33.88,0-2000,<1H OCEAN
-119.68,36.8,0-2000,INLAND
-117.2,32.76,0-2000,NEAR OCEAN
-118.46,34.01,0-2000,<1H OCEAN
-117.83,34.15,0-2000,INLAND
-117.33,34.07,0-2000,INLAND
-120.37,37.98,0-2000,INLAND
-117.09,32.81,2000-4000,NEAR OCEAN
-122.12,37.75,0-2000,NEAR BAY
-117.91,33.61,0-2000,<1H OCEAN
-120,35.91,0-2000,INLAND
-118.42,34.19,0-2000,<1H OCEAN
-120.71,40.36,2000-4000,INLAND
-120.48,37.32,0-2000,INLAND
-124.16,40.95,0-2000,NEAR OCEAN
-118.4,34.22,0-2000,<1H OCEAN
-117.1,32.67,0-2000,NEAR OCEAN
-118.28,34.08,0-2000,<1H OCEAN
-118.21,33.79,0-2000,NEAR OCEAN
-117.29,34.12,0-2000,INLAND
-118.21,33.9,0-2000,<1H OCEAN
-118.01,34.08,0-2000,INLAND
-122.48,37.59,2000-4000,NEAR OCEAN
-118.32,34.09,0-2000,<1H OCEAN
-122.41,37.73,0-2000,NEAR BAY
-116.97,32.65,6000-8000,NEAR OCEAN
-122.23,37.82,0-2000,NEAR BAY
-118.6,34.07,0-2000,<1H OCEAN
-117.82,33.67,0-2000,<1H OCEAN
-122.51,37.76,0-2000,NEAR OCEAN
-121.95,37.32,0-2000,<1H OCEAN
-121.52,38.59,2000-4000,INLAND
-118.25,33.99,0-2000,<1H OCEAN
-118.47,35.72,0-2000,INLAND
-122.16,37.68,0-2000,NEAR BAY
-117.87,34.11,0-2000,<1H OCEAN
-119.48,37,0-2000,INLAND
-117.08,32.64,0-2000,NEAR OCEAN
-117.41,33.96,0-2000,INLAND
-124.16,40.6,0-2000,NEAR OCEAN
-118.29,33.81,2000-4000,<1H OCEAN
-121.88,37.24,2000-4000,<1H OCEAN
-122.21,38.09,2000-4000,NEAR BAY
-121.67,39.26,2000-4000,INLAND
-121.7,36.48,0-2000,<1H OCEAN
-124.09,40.88,0-2000,NEAR OCEAN
-122.44,37.52,2000-4000,NEAR OCEAN
-117.68,33.49,0-2000,<1H OCEAN
-118.09,34.06,2000-4000,<1H OCEAN
-120.48,37.31,0-2000,INLAND
-122.56,41.53,0-2000,INLAND
-117.66,33.51,0-2000,<1H OCEAN
-121.15,38.68,4000-6000,INLAND
-118.13,33.82,0-2000,<1H OCEAN
-118.28,33.93,0-2000,<1H OCEAN
-117.19,32.77,0-2000,NEAR OCEAN
-121.29,38.01,2000-4000,INLAND
-117.86,33.75,0-2000,<1H OCEAN
